Kingdom	Phylum	Class	Order	Family	Genus
ASV_3266	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_14
ASV_3267	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3268	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_3269	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_3270	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12
ASV_3271	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_3272	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_3273	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3274	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_3275	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
ASV_3276	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_3277	Bacteria	Firmicutes	Moorellia	NRB23	NA	NA
ASV_3278	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	DSSD61
ASV_3279	Bacteria	NA	NA	NA	NA	NA
ASV_3280	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	NA
ASV_3281	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_3282	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	NA
ASV_3283	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_3284	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus
ASV_3285	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Siccibacter
ASV_3286	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_3287	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	NA
ASV_3288	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	NA
ASV_3289	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_3290	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	NA
ASV_3291	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Aquitalea
ASV_3292	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_3293	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA
ASV_3294	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3295	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_3296	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_3297	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_3298	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_3299	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12
ASV_3300	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Viridibacillus
ASV_3301	Bacteria	NA	NA	NA	NA	NA
ASV_3302	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_3303	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
ASV_3304	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_3305	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3306	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_3307	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_3308	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3309	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA
ASV_3310	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
ASV_3311	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3312	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_3313	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_3314	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_3315	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12
ASV_3316	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_3317	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_3318	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12
ASV_3319	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_3320	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna
ASV_3321	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_3322	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_3323	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA
ASV_3324	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	NA
ASV_3325	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
ASV_3326	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_3327	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Ameyamaea
ASV_3328	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_3329	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_3330	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_3331	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	NA
ASV_3332	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Floricoccus
ASV_3333	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	NA
ASV_3334	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Atlantibacter
ASV_3335	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides
ASV_3336	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3337	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA
ASV_3338	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Isobaculum
ASV_3339	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_3340	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3341	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA
ASV_3342	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_3343	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_3344	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3345	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_3346	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_3347	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_3348	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_3349	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium
ASV_3350	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_3351	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	NA
ASV_3352	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_2
ASV_3353	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA
ASV_3354	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
ASV_3355	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_3356	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3357	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
ASV_3358	Bacteria	NA	NA	NA	NA	NA
ASV_3359	Bacteria	NA	NA	NA	NA	NA
ASV_3360	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_3361	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_3362	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
ASV_3363	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV_3364	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_14
ASV_3365	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA
ASV_3366	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
ASV_3367	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	NA
ASV_3368	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	NA
ASV_3369	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
ASV_3370	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA
ASV_3371	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_3372	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
ASV_3373	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
ASV_3374	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_3375	Bacteria	Firmicutes	Bacilli	Thermicanales	Thermicanaceae	Thermicanus
ASV_3376	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	NA	NA
ASV_3377	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_3378	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	NA
ASV_3379	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
ASV_3380	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Aquitalea
ASV_3381	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
ASV_3382	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	NA
ASV_3383	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	NA
ASV_3384	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Chromobacterium
ASV_3385	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_16
ASV_3386	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	NA
ASV_3387	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_14
ASV_3388	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_3389	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_14
ASV_3390	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_14
ASV_3391	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3392	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_3393	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
ASV_3394	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_3395	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_3396	Bacteria	NA	NA	NA	NA	NA
ASV_3397	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	NA
ASV_3398	Bacteria	NA	NA	NA	NA	NA
ASV_3399	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_3400	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1
ASV_3401	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_17
ASV_3402	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	NA
ASV_3403	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
ASV_3404	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_18
ASV_3405	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	NA
ASV_3406	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_3407	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_3408	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3409	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_3410	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	NA
ASV_3411	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides
ASV_3412	Bacteria	NA	NA	NA	NA	NA
ASV_3413	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3414	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter
ASV_3415	Bacteria	Actinobacteriota	NA	NA	NA	NA
ASV_3416	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tibeticola
ASV_3417	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_14
ASV_3418	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Aquitalea
ASV_3419	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Chromobacterium
ASV_3420	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_3421	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora
ASV_3422	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	NA
ASV_3423	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_3424	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_3425	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_3426	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
ASV_3427	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	NA
ASV_3428	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3429	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_3430	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_2
ASV_3431	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Viridibacillus
ASV_3432	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA
ASV_3433	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12
ASV_3434	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_3435	Bacteria	NA	NA	NA	NA	NA
ASV_3436	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_3437	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_3438	Bacteria	GAL15	NA	NA	NA	NA
ASV_3439	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_3440	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_3441	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12
ASV_3442	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia
ASV_3443	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_3444	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA
ASV_3445	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA
ASV_3446	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12
ASV_3447	Bacteria	NA	NA	NA	NA	NA
ASV_3448	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Thiobacillus
ASV_3449	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Fontimonas
ASV_3450	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	NA	NA
ASV_3451	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_3452	Bacteria	NA	NA	NA	NA	NA
ASV_3453	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_3454	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Millisia
ASV_3455	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA
ASV_3456	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
ASV_3457	Bacteria	NA	NA	NA	NA	NA
ASV_3458	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	NA
ASV_3459	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_3460	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_3461	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA
ASV_3462	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA
ASV_3463	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_3464	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA
ASV_3465	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_3466	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA
ASV_3467	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	NA
ASV_3468	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_3469	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	NA
ASV_3470	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12
ASV_3471	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_14
ASV_3472	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_2
ASV_3473	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3474	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Trabulsiella
ASV_3475	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3476	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_3477	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_3478	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_3479	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	NA
ASV_3480	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_3481	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	NA
ASV_3482	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_14
ASV_3483	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	NA
ASV_3484	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	NA
ASV_3485	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3486	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_3487	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_2
ASV_3488	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	NA
ASV_3489	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_14
ASV_3490	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_3491	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_3492	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
ASV_3493	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_14
ASV_3494	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_3495	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA
ASV_3496	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_3497	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
ASV_3498	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria
ASV_3499	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_3500	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_3501	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_3502	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_3503	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_3504	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3505	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
ASV_3506	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_14
ASV_3507	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	NA
ASV_3508	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	NA
ASV_3509	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_3510	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_3511	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
ASV_3512	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_3513	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA
ASV_3514	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_3515	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_3516	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas
ASV_3517	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ASV_3518	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_3519	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV_3520	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	DSSD61
ASV_3521	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
ASV_3522	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	NA
ASV_3523	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis
ASV_3524	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12
ASV_3525	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_3526	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_3527	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	NA
ASV_3528	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tibeticola
ASV_3529	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	NA
ASV_3530	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	NA
ASV_3531	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_3532	Bacteria	Firmicutes	Limnochordia	Limnochordia_or	Limnochordia_fa	Hydrogenispora
ASV_3533	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
ASV_3534	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_3535	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_3536	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA
ASV_3537	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Soonwooa
ASV_3538	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12
ASV_3539	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Skermania
ASV_3540	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3541	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Aquitalea
ASV_3542	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
ASV_3543	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	DSSD61
ASV_3544	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	NA
ASV_3545	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_3546	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_3547	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3548	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_3549	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella1
ASV_3550	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12
